sent_index,sent_txt,pos_seq,metaphor_seq,genre
kbh-fragment41_5201,How you getting on ?,"['ADV', 'PRON', 'VERB', 'PART', 'PUNCT']","[0, 0, 1, 1, 0]",conversation
b1g-fragment02_1486,"Such data are crucial , either for assisting the emergency services to make assessments about resources they need to deploy in such events , or for high-quality estimates to be made of risk .","['ADJ', 'NOUN', 'VERB', 'ADJ', 'PUNCT', 'CCONJ', 'ADP', 'VERB', 'DET', 'NOUN', 'NOUN', 'PART', 'VERB', 'NOUN', 'ADP', 'NOUN', 'PRON', 'VERB', 'PART', 'VERB', 'ADP', 'ADJ', 'NOUN', 'PUNCT', 'CCONJ', 'ADP', 'NOUN', 'NOUN', 'PART', 'VERB', 'VERB', 'ADP', 'NOUN', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]",academic
ccw-fragment03_1637,"He sighed , intimating what a bore I was being .","['PRON', 'VERB', 'PUNCT', 'VERB', 'NOUN', 'DET', 'NOUN', 'PRON', 'VERB', 'VERB', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",fiction
kbw-fragment42_15053,Well we have to walk to school love,"['INTJ', 'PRON', 'VERB', 'PART', 'VERB', 'ADP', 'NOUN', 'NOUN']","[0, 0, 0, 0, 0, 0, 0, 0]",conversation
kcu-fragment02_1622,where do you put your,"['ADV', 'VERB', 'PRON', 'VERB', 'ADJ']","[0, 0, 0, 0, 0]",conversation
b1g-fragment02_741,"Given the extent to which geographic information management is applications driven , it is important to consider in some depth the characteristics of some potential application fields .","['VERB', 'DET', 'NOUN', 'PART', 'ADJ', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'VERB', 'PUNCT', 'PRON', 'VERB', 'ADJ', 'PART', 'VERB', 'ADP', 'DET', 'NOUN', 'DET', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'NOUN', 'PUNCT']","[0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0]",academic
a2d-fragment05_33,It was a time when children were encouraged to fantasize about machines and outer space rather than marvel at the open spaces where the deer and buffalo roamed .,"['PRON', 'VERB', 'DET', 'NOUN', 'ADV', 'NOUN', 'VERB', 'VERB', 'PART', 'VERB', 'ADP', 'NOUN', 'CCONJ', 'ADJ', 'NOUN', 'ADV', 'ADP', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADV', 'DET', 'NOUN', 'CCONJ', 'NOUN', 'VERB', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",news
kbh-fragment02_110,eaten my dinner ?,"['VERB', 'ADJ', 'NOUN', 'PUNCT']","[0, 0, 0, 0]",conversation
kbj-fragment17_1597,I know !,"['PRON', 'VERB', 'PUNCT']","[0, 0, 0]",conversation
ac2-fragment06_1343,We were talking about Andrew coming home for the weekend and having the Bunkers round for drinks .,"['PRON', 'VERB', 'VERB', 'ADP', 'PROPN', 'VERB', 'ADV', 'ADP', 'DET', 'NOUN', 'CCONJ', 'VERB', 'DET', 'PROPN', 'ADV', 'ADP', 'NOUN', 'PUNCT']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]",fiction
fet-fragment01_40,"In July 1890 , two years after writing this , Van Gogh had shot himself inefficiently in the groin , and had died slowly .","['ADP', 'PROPN', 'NUM', 'PUNCT', 'NUM', 'NOUN', 'ADP', 'VERB', 'DET', 'PUNCT', 'PROPN', 'PROPN', 'VERB', 'VERB', 'PRON', 'ADV', 'ADP', 'DET', 'NOUN', 'PUNCT', 'CCONJ', 'VERB', 'VERB', 'ADV', 'PUNCT']","[1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",fiction
clp-fragment01_779,The multiplier for manual staff might be unity but it increases with staff level and becomes three or more for management .,"['DET', 'ADJ', 'ADP', 'ADJ', 'NOUN', 'VERB', 'VERB', 'NOUN', 'CCONJ', 'PRON', 'VERB', 'ADP', 'NOUN', 'NOUN', 'CCONJ', 'VERB', 'NUM', 'CCONJ', 'ADJ', 'ADP', 'NOUN', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",academic
ew1-fragment01_96,"Systematic collections were made from peers and from the City ; by the outbreak of war the invested funds amounted to $671,000 twice the sum in 1911 and worth four years "" expenditure and there was a special cash deposit of Ì´å£120,000 for the coming election .","['ADJ', 'NOUN', 'VERB', 'VERB', 'ADP', 'NOUN', 'CCONJ', 'ADP', 'DET', 'PROPN', 'PUNCT', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'DET', 'VERB', 'NOUN', 'VERB', 'ADP', 'NUM', 'ADJ', 'DET', 'NOUN', 'ADP', 'NUM', 'CCONJ', 'ADJ', 'NUM', 'NOUN', 'PUNCT', 'NOUN', 'CCONJ', 'ADV', 'VERB', 'DET', 'ADJ', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'VERB', 'NOUN', 'PUNCT']","[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",academic
crs-fragment01_105,For priority status for children with special needs in order to facilitate access to ordinary provision .,"['ADP', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'PART', 'VERB', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'PUNCT']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]",academic
kcu-fragment02_1578,"At least I 'll give you , who 's gon na bet","['ADP', 'ADJ', 'PRON', 'VERB', 'VERB', 'PRON', 'PUNCT', 'NOUN', 'VERB', 'VERB', 'PART', 'VERB']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",conversation
ahb-fragment51_733,"The Gulamalis never received the agreement form , the tenants ' deposit or the first month 's rent .","['DET', 'PROPN', 'ADV', 'VERB', 'DET', 'NOUN', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'PART', 'NOUN', 'CCONJ', 'DET', 'ADJ', 'NOUN', 'PART', 'NOUN', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",news
a6u-fragment02_242,"Before jumping from the window of her apartment , Hale had dressed meticulously in her most flattering dress , the corsage of yellow roses a gift from a male admirer .","['ADP', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'PUNCT', 'PROPN', 'VERB', 'VERB', 'ADV', 'ADP', 'PRON', 'ADV', 'ADJ', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'DET', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",academic
clp-fragment01_864,"Nevertheless , the relevant action remains important and the knowledge provided should be carefully and stringently selected .","['ADV', 'PUNCT', 'DET', 'ADJ', 'NOUN', 'VERB', 'ADJ', 'CCONJ', 'DET', 'NOUN', 'VERB', 'VERB', 'VERB', 'ADV', 'CCONJ', 'ADV', 'VERB', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",academic
as6-fragment01_25,And the disturbances could not strictly be called racial : the most prominent feature was that of violent clashes between young people and the police .,"['CCONJ', 'DET', 'NOUN', 'VERB', 'ADV', 'ADV', 'VERB', 'VERB', 'ADJ', 'PUNCT', 'DET', 'ADV', 'ADJ', 'NOUN', 'VERB', 'DET', 'ADP', 'ADJ', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0]",academic
clp-fragment01_835,All these things can be achieved if it is acknowledged that all procedures should a validated by users under the normal conditions of use .,"['ADJ', 'DET', 'NOUN', 'VERB', 'VERB', 'VERB', 'ADP', 'PRON', 'VERB', 'VERB', 'ADP', 'DET', 'NOUN', 'VERB', 'DET', 'VERB', 'ADP', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",academic
kbw-fragment42_14836,"Mum , can I have a whole piece of toast please ?","['PROPN', 'PUNCT', 'VERB', 'PRON', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'INTJ', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",conversation
fef-fragment03_742,The above equation is spite of its utmost simplicity represents an extremely good guess .,"['DET', 'ADJ', 'NOUN', 'VERB', 'NOUN', 'ADP', 'ADJ', 'ADJ', 'NOUN', 'VERB', 'DET', 'ADV', 'ADJ', 'NOUN', 'PUNCT']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",academic
b1g-fragment02_1526,"It has now been copied into INGRES , a relational database management system , permitting queries to be made about subsets of the data ; for instance , all males between the ages of 25 and 64 suffering from laryngeal cancer .","['PRON', 'VERB', 'ADV', 'VERB', 'VERB', 'ADP', 'PROPN', 'PUNCT', 'DET', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'PUNCT', 'VERB', 'NOUN', 'PART', 'VERB', 'VERB', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'ADP', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NUM', 'CCONJ', 'NUM', 'VERB', 'ADP', 'ADJ', 'NOUN', 'PUNCT']","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",academic
a8n-fragment19_348,We rattled them from the first minute and did n't give them any breathing space .,"['PRON', 'VERB', 'PRON', 'ADP', 'DET', 'ADJ', 'NOUN', 'CCONJ', 'VERB', 'ADV', 'VERB', 'PRON', 'DET', 'NOUN', 'NOUN', 'PUNCT']","[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0]",news
cb5-fragment02_3365,"I wo n't hurt you , he said .","['PRON', 'VERB', 'ADV', 'VERB', 'PRON', 'PUNCT', 'PRON', 'VERB', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 0, 0]",fiction
b1g-fragment02_1465,As a second example of health work linked to hazard studies we may cite the research being conducted by Cross ( 1989 ) on childhood leukaemia .,"['ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'VERB', 'ADP', 'NOUN', 'NOUN', 'PRON', 'VERB', 'VERB', 'DET', 'NOUN', 'VERB', 'VERB', 'ADP', 'PROPN', 'PUNCT', 'NUM', 'PUNCT', 'ADP', 'NOUN', 'NOUN', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",academic
b1g-fragment02_978,It seems certain to have major and growing effects upon environmental monitoring and prediction in Europe and on the policies of component governments .,"['PRON', 'VERB', 'ADJ', 'PART', 'VERB', 'ADJ', 'CCONJ', 'VERB', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'PROPN', 'CCONJ', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",academic
b1g-fragment02_1236,"However , while the former has been given considerable attention by geographers ( summarized by Openshaw et al. 1989 ) there has been relatively little such work in the UK on the disposal of non-nuclear wastes .","['ADV', 'PUNCT', 'ADP', 'DET', 'ADJ', 'VERB', 'VERB', 'VERB', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'VERB', 'ADP', 'PROPN', 'PROPN', 'PUNCT', 'NUM', 'PUNCT', 'ADV', 'VERB', 'VERB', 'ADV', 'ADJ', 'ADJ', 'NOUN', 'ADP', 'DET', 'PROPN', 'ADP', 'DET', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",academic
kbd-fragment07_2653,Jean was in that horrible mustard and black striped,"['PROPN', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN', 'CCONJ', 'ADJ', 'VERB']","[0, 0, 0, 1, 0, 0, 0, 0, 0]",conversation
ajf-fragment07_213,"For daring to come at all , she was cut from the Kirov team .","['ADP', 'VERB', 'PART', 'VERB', 'ADV', 'ADV', 'PUNCT', 'PRON', 'VERB', 'VERB', 'ADP', 'DET', 'PROPN', 'NOUN', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0]",news
as6-fragment02_414,"This black criminal minority was constructed not only into the leading force behind the riots , but sometimes as the only force .","['DET', 'ADJ', 'ADJ', 'NOUN', 'VERB', 'VERB', 'ADV', 'ADV', 'ADP', 'DET', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'CCONJ', 'ADV', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT']","[1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",academic
kbd-fragment07_2438,"She said , I hear the Empire , or , or hear The Garden 's doing well on a Friday night .","['PRON', 'VERB', 'PUNCT', 'PRON', 'VERB', 'DET', 'NOUN', 'PUNCT', 'CCONJ', 'PUNCT', 'CCONJ', 'VERB', 'DET', 'PROPN', 'PART', 'VERB', 'ADV', 'ADP', 'DET', 'PROPN', 'NOUN', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",conversation
a9j-fragment01_3,"Its two main slogans , repeated countless times in the directives issued by the underground leadership , are freedom and independence .","['ADJ', 'NUM', 'ADJ', 'NOUN', 'PUNCT', 'VERB', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'VERB', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]",news
fet-fragment01_75,"She scribbled words , notes , in the margin of her catalogue .","['PRON', 'VERB', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'ADP', 'DET', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'PUNCT']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",fiction
kcu-fragment02_1582,And I 've got ta get erm,"['CCONJ', 'PRON', 'VERB', 'VERB', 'PART', 'VERB', 'NOUN']","[0, 0, 0, 0, 0, 0, 0]",conversation
ccw-fragment03_1623,"The only incongruous note was a cheap round badge , enamelled in red and yellow , that he wore on his shirt , which bore the legend Just Say No ! .","['DET', 'ADJ', 'ADJ', 'NOUN', 'VERB', 'DET', 'ADJ', 'ADJ', 'NOUN', 'PUNCT', 'VERB', 'ADP', 'ADJ', 'CCONJ', 'ADJ', 'PUNCT', 'ADP', 'PRON', 'VERB', 'ADP', 'ADJ', 'NOUN', 'PUNCT', 'ADJ', 'VERB', 'DET', 'NOUN', 'ADV', 'VERB', 'INTJ', 'PUNCT', 'PUNCT']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",fiction
b1g-fragment02_1364,He suggested that in early spatial searches for sites only a small number were ever identified in the first place because rigorous searches could not be performed by manual means with poor quality data ( Openshaw 1980 : 289 ) .,"['PRON', 'VERB', 'ADP', 'ADP', 'ADJ', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'ADV', 'DET', 'ADJ', 'NOUN', 'VERB', 'ADV', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'VERB', 'ADV', 'VERB', 'VERB', 'ADP', 'ADJ', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'NOUN', 'PUNCT', 'PROPN', 'NUM', 'PUNCT', 'NUM', 'PUNCT', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",academic
fet-fragment01_121,Daniel did not change .,"['PROPN', 'VERB', 'ADV', 'VERB', 'PUNCT']","[0, 0, 0, 1, 0]",fiction
a8r-fragment02_63,"This means feedback is obtained early in the development process , and the system can grow around the user 's requirements .","['DET', 'VERB', 'NOUN', 'VERB', 'VERB', 'ADV', 'ADP', 'DET', 'NOUN', 'NOUN', 'PUNCT', 'CCONJ', 'DET', 'NOUN', 'VERB', 'VERB', 'ADP', 'DET', 'NOUN', 'PART', 'NOUN', 'PUNCT']","[0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]",news
kb7-fragment10_2406,and live in yours .,"['CCONJ', 'VERB', 'ADP', 'PRON', 'PUNCT']","[0, 0, 0, 0, 0]",conversation
a3c-fragment05_213,"It can momentarily blunt a thirst , but not altogether cut it .","['PRON', 'VERB', 'ADV', 'VERB', 'DET', 'NOUN', 'PUNCT', 'CCONJ', 'ADV', 'ADV', 'VERB', 'PRON', 'PUNCT']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]",news
kcu-fragment02_1554,We 'll just drop the kids over Beryl 's and er,"['PRON', 'VERB', 'ADV', 'VERB', 'DET', 'NOUN', 'ADP', 'PROPN', 'PART', 'CCONJ', 'INTJ']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",conversation
a39-fragment01_7,"The Iznik pottery from Turkey dating from the fifteenth and sixteenth century explodes with colour on more sophisticated white grounds ; Iznik is now highly sought after by Turkish yuppies and prices run from ÇÎ£2,000 or so to ÇÎ£15,000 .","['DET', 'PROPN', 'NOUN', 'ADP', 'PROPN', 'VERB', 'ADP', 'DET', 'ADJ', 'CCONJ', 'ADJ', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'ADP', 'ADV', 'ADJ', 'ADJ', 'NOUN', 'PUNCT', 'PROPN', 'VERB', 'ADV', 'ADV', 'VERB', 'ADP', 'ADP', 'ADJ', 'NOUN', 'CCONJ', 'NOUN', 'VERB', 'ADP', 'PUNCT', 'CCONJ', 'ADV', 'ADP', 'PROPN', 'PUNCT']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0]",news
kbw-fragment17_6245,that I really but I mean last year still not finished !,"['ADP', 'PRON', 'ADV', 'CCONJ', 'PRON', 'VERB', 'ADJ', 'NOUN', 'ADV', 'ADV', 'VERB', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",conversation
kbh-fragment02_190,"We went , we went to Tesco","['PRON', 'VERB', 'PUNCT', 'PRON', 'VERB', 'ADP', 'PROPN']","[0, 0, 0, 0, 0, 0, 0]",conversation
fpb-fragment01_1223,"Remember her , the schoolmistress ?","['VERB', 'PRON', 'PUNCT', 'DET', 'NOUN', 'PUNCT']","[0, 0, 0, 0, 0, 0]",fiction
fet-fragment01_202,"She had brought a case for legal compensation for her dead children 's lives and for her own suffering and one of her few recorded public utterances was to call the first offer of compensation "" pitiful "" .","['PRON', 'VERB', 'VERB', 'DET', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'ADP', 'ADJ', 'ADJ', 'NOUN', 'PART', 'NOUN', 'CCONJ', 'ADP', 'ADJ', 'ADJ', 'NOUN', 'CCONJ', 'NUM', 'ADP', 'ADJ', 'ADJ', 'VERB', 'ADJ', 'NOUN', 'VERB', 'PART', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'ADJ', 'PUNCT', 'PUNCT']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",fiction
kbh-fragment41_5302,"Right , O K , now we can go , now we can go home .","['INTJ', 'PUNCT', 'INTJ', 'NOUN', 'PUNCT', 'ADV', 'PRON', 'VERB', 'VERB', 'PUNCT', 'ADV', 'PRON', 'VERB', 'VERB', 'ADV', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",conversation
clp-fragment01_772,"From the narrow accountancy viewpoint , people are a cost and it is desirable to keep this cost as low as possible .","['ADP', 'DET', 'ADJ', 'NOUN', 'NOUN', 'PUNCT', 'NOUN', 'VERB', 'DET', 'NOUN', 'CCONJ', 'PRON', 'VERB', 'ADJ', 'PART', 'VERB', 'DET', 'NOUN', 'ADV', 'ADJ', 'ADP', 'ADJ', 'PUNCT']","[1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0]",academic
g0l-fragment01_28,He decided to turn the pressure on the Russian .,"['PRON', 'VERB', 'PART', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'PUNCT']","[0, 0, 0, 1, 0, 1, 1, 0, 0, 0]",fiction
kbh-fragment09_1296,"Charlotte please , can you walk nicely ?","['PROPN', 'INTJ', 'PUNCT', 'VERB', 'PRON', 'VERB', 'ADV', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 0]",conversation
cb5-fragment02_3364,"He smiled at her , an unexpectedly tender smile .","['PRON', 'VERB', 'ADP', 'PRON', 'PUNCT', 'DET', 'ADV', 'ADJ', 'NOUN', 'PUNCT']","[0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",fiction
kbw-fragment17_6283,cos you know they 're a million times ahead .,"['ADP', 'PRON', 'VERB', 'PRON', 'VERB', 'DET', 'NUM', 'NOUN', 'ADV', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",conversation
fet-fragment01_133,"I went to the King 's Carol Service . ""","['PRON', 'VERB', 'ADP', 'DET', 'PROPN', 'PART', 'PROPN', 'PROPN', 'PUNCT', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",fiction
kcv-fragment42_4666,Some else 's sitting at their desk ?,"['DET', 'ADV', 'VERB', 'VERB', 'ADP', 'ADJ', 'NOUN', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 0]",conversation
ew1-fragment01_121,The papers were therefore bought through nominees or bank loans backed with party capital .,"['DET', 'NOUN', 'VERB', 'ADV', 'VERB', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'NOUN', 'VERB', 'ADP', 'NOUN', 'NOUN', 'PUNCT']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0]",academic
kb7-fragment10_2118,"Well it 's good good , got a well lagged tank .","['INTJ', 'PRON', 'VERB', 'ADJ', 'NOUN', 'PUNCT', 'VERB', 'DET', 'ADV', 'VERB', 'NOUN', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",conversation
a8u-fragment14_320,"Alternatively , it may be able to muster enough support from SeaCo shareholders to halt the current disposal of assets by Mr Sherwood for its bid with Stena to be fully considered .","['ADV', 'PUNCT', 'PRON', 'VERB', 'VERB', 'ADJ', 'PART', 'VERB', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'NOUN', 'PART', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'ADP', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'PART', 'VERB', 'ADV', 'VERB', 'PUNCT']","[0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0]",news
fpb-fragment01_1133,You 'd better go to St Stephen 's for tests : they 're properly equipped to handle this sort of thing .,"['PRON', 'VERB', 'ADV', 'VERB', 'ADP', 'PROPN', 'PROPN', 'PART', 'ADP', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'ADV', 'VERB', 'PART', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0]",fiction
kbd-fragment07_2345,Cos he was absolutely incapable of talking,"['NOUN', 'PRON', 'VERB', 'ADV', 'ADJ', 'ADP', 'VERB']","[0, 0, 0, 0, 0, 0, 0]",conversation
b1g-fragment02_1191,These two contrasting events emphasize the central fact that even natural hazards are not defined solely by the characteristics of the event but by the interaction of those events with the human occupation of the threatened area .,"['DET', 'NUM', 'VERB', 'NOUN', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'ADV', 'ADJ', 'NOUN', 'VERB', 'ADV', 'VERB', 'ADV', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'CCONJ', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'VERB', 'NOUN', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",academic
crs-fragment01_18,Children were collected from home by special bus and places were available on demand .,"['NOUN', 'VERB', 'VERB', 'ADP', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'CCONJ', 'NOUN', 'VERB', 'ADJ', 'ADP', 'NOUN', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",academic
