sent_index,sent_txt,pos_seq,metaphor_seq,genre,sent_txt_tokenized,sent_bert_tokens,sent_txt_tokenized_bert,BIO_seq,split
fiction_05_v.4.txt_0083,小段刚走，孟保田不知从什么地方闪出来，神色不安地对庄大鹏说，我看她是老孔派来探听风声的，她回去一定会说我们在一起搞阴谋活动。,"['nr', 'd', 'v', 'w', 'nr', 'nr', 'v', 'p', 'r', 'n', 'v', 'v', 'w', 'n', 'a', 'u', 'p', 'nr', 'nr', 'v', 'w', 'r', 'v', 'r', 'v', 'nr', 'v', 'v', 'v', 'n', 'u', 'w', 'r', 'v', 'd', 'v', 'v', 'r', 'p', 's', 'v', 'n', 'n', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fiction,"['小段', '刚', '走', '，', '孟', '保田', '不知', '从', '什么', '地方', '闪', '出来', '，', '神色', '不安', '地', '对', '庄', '大鹏', '说', '，', '我', '看', '她', '是', '老孔', '派', '来', '探听', '风声', '的', '，', '她', '回去', '一定', '会', '说', '我们', '在', '一起', '搞', '阴谋', '活动', '。']","['小', '段', '刚', '走', '，', '孟', '保', '田', '不', '知', '从', '什', '么', '地', '方', '闪', '出', '来', '，', '神', '色', '不', '安', '地', '对', '庄', '大', '鹏', '说', '，', '我', '看', '她', '是', '老', '孔', '派', '来', '探', '听', '风', '声', '的', '，', '她', '回', '去', '一', '定', '会', '说', '我', '们', '在', '一', '起', '搞', '阴', '谋', '活', '动', '。']","[['小', '段'], ['刚'], ['走'], ['，'], ['孟'], ['保', '田'], ['不', '知'], ['从'], ['什', '么'], ['地', '方'], ['闪'], ['出', '来'], ['，'], ['神', '色'], ['不', '安'], ['地'], ['对'], ['庄'], ['大', '鹏'], ['说'], ['，'], ['我'], ['看'], ['她'], ['是'], ['老', '孔'], ['派'], ['来'], ['探', '听'], ['风', '声'], ['的'], ['，'], ['她'], ['回', '去'], ['一', '定'], ['会'], ['说'], ['我', '们'], ['在'], ['一', '起'], ['搞'], ['阴', '谋'], ['活', '动'], ['。']]","[['O', 'O'], ['O'], ['O'], ['O'], ['O'], ['O', 'O'], ['O', 'O'], ['O'], ['O', 'O'], ['O', 'O'], ['O'], ['O', 'O'], ['O'], ['O', 'O'], ['O', 'O'], ['O'], ['O'], ['O'], ['O', 'O'], ['O'], ['O'], ['O'], ['B'], ['O'], ['O'], ['O', 'O'], ['O'], ['O'], ['O', 'O'], ['B', 'I'], ['O'], ['O'], ['O'], ['O', 'O'], ['O', 'O'], ['O'], ['O'], ['O', 'O'], ['O'], ['O', 'O'], ['O'], ['O', 'O'], ['O', 'O'], ['O']]",train
academic_22_v.4.txt_0055,必须减少温室气体的排放，必须帮助低收入国家最大限度地减少新污染源排放。,"['d', 'v', 'n', 'u', 'vn', 'w', 'd', 'v', 'a', 'n', 'n', 'd', 'a', 'n', 'u', 'v', 'a', 'n', 'vn', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Academic,"['必须', '减少', '温室气体', '的', '排放', '，', '必须', '帮助', '低', '收入', '国家', '最', '大', '限度', '地', '减少', '新', '污染源', '排放', '。']","['必', '须', '减', '少', '温', '室', '气', '体', '的', '排', '放', '，', '必', '须', '帮', '助', '低', '收', '入', '国', '家', '最', '大', '限', '度', '地', '减', '少', '新', '污', '染', '源', '排', '放', '。']","[['必', '须'], ['减', '少'], ['温', '室', '气', '体'], ['的'], ['排', '放'], ['，'], ['必', '须'], ['帮', '助'], ['低'], ['收', '入'], ['国', '家'], ['最'], ['大'], ['限', '度'], ['地'], ['减', '少'], ['新'], ['污', '染', '源'], ['排', '放'], ['。']]","[['O', 'O'], ['O', 'O'], ['O', 'O', 'O', 'O'], ['O'], ['O', 'O'], ['O'], ['O', 'O'], ['O', 'O'], ['B'], ['O', 'O'], ['O', 'O'], ['O'], ['B'], ['O', 'O'], ['O'], ['O', 'O'], ['O'], ['O', 'O', 'O'], ['O', 'O'], ['O']]",train
fiction_01_v.4.txt_0073,但他胖了。,"['c', 'r', 'a', 'y', 'ew']","[0, 0, 0, 0, 0]",Fiction,"['但', '他', '胖', '了', '。']","['但', '他', '胖', '了', '。']","[['但'], ['他'], ['胖'], ['了'], ['。']]","[['O'], ['O'], ['O'], ['O'], ['O']]",train
fiction_13_v.4.txt_0015,是我不对，使你蒙受了奇耻大辱。,"['v', 'r', 'd', 'a', 'w', 'v', 'r', 'v', 'u', 'i', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fiction,"['是', '我', '不', '对', '，', '使', '你', '蒙受', '了', '奇耻大辱', '。']","['是', '我', '不', '对', '，', '使', '你', '蒙', '受', '了', '奇', '耻', '大', '辱', '。']","[['是'], ['我'], ['不'], ['对'], ['，'], ['使'], ['你'], ['蒙', '受'], ['了'], ['奇', '耻', '大', '辱'], ['。']]","[['O'], ['O'], ['O'], ['O'], ['O'], ['O'], ['O'], ['O', 'O'], ['O'], ['O', 'O', 'O', 'O'], ['O']]",train
news_05_v.4.txt_0077,聊着聊着，已近中午，两个厂家的咨询台前仍然人如潮涌。,"['v', 'u', 'v', 'u', 'w', 'd', 'v', 't', 'w', 'm', 'q', 'n', 'u', 'n', 'f', 'd', 'n', 'v', 'n', 'ew']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",News,"['聊', '着', '聊', '着', '，', '已', '近', '中午', '，', '两', '个', '厂家', '的', '咨询台', '前', '仍然', '人', '如', '潮涌', '。']","['聊', '着', '聊', '着', '，', '已', '近', '中', '午', '，', '两', '个', '厂', '家', '的', '咨', '询', '台', '前', '仍', '然', '人', '如', '潮', '涌', '。']","[['聊'], ['着'], ['聊'], ['着'], ['，'], ['已'], ['近'], ['中', '午'], ['，'], ['两'], ['个'], ['厂', '家'], ['的'], ['咨', '询', '台'], ['前'], ['仍', '然'], ['人'], ['如'], ['潮', '涌'], ['。']]","[['O'], ['O'], ['O'], ['O'], ['O'], ['O'], ['B'], ['O', 'O'], ['O'], ['O'], ['O'], ['O', 'O'], ['O'], ['O', 'O', 'O'], ['O'], ['O', 'O'], ['O'], ['O'], ['B', 'I'], ['O']]",train
academic_10_v.4.txt_0012,要解决＂讲什么＂和＂怎样讲＂的问题，就需要在讲说前进行必要的设计准备。,"['v', 'v', 'w', 'v', 'r', 'w', 'c', 'w', 'r', 'v', 'w', 'u', 'n', 'w', 'd', 'v', 'p', 'v', 'f', 'v', 'a', 'u', 'vn', 'vn', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0]",Academic,"['要', '解决', '＂', '讲', '什么', '＂', '和', '＂', '怎样', '讲', '＂', '的', '问题', '，', '就', '需要', '在', '讲说', '前', '进行', '必要', '的', '设计', '准备', '。']","['要', '解', '决', '＂', '讲', '什', '么', '＂', '和', '＂', '怎', '样', '讲', '＂', '的', '问', '题', '，', '就', '需', '要', '在', '讲', '说', '前', '进', '行', '必', '要', '的', '设', '计', '准', '备', '。']","[['要'], ['解', '决'], ['＂'], ['讲'], ['什', '么'], ['＂'], ['和'], ['＂'], ['怎', '样'], ['讲'], ['＂'], ['的'], ['问', '题'], ['，'], ['就'], ['需', '要'], ['在'], ['讲', '说'], ['前'], ['进', '行'], ['必', '要'], ['的'], ['设', '计'], ['准', '备'], ['。']]","[['O'], ['O', 'O'], ['O'], ['O'], ['O', 'O'], ['O'], ['O'], ['O'], ['O', 'O'], ['O'], ['O'], ['O'], ['O', 'O'], ['O'], ['O'], ['O', 'O'], ['B'], ['O', 'O'], ['B'], ['O', 'O'], ['O', 'O'], ['O'], ['O', 'O'], ['B', 'I'], ['O']]",train
fiction_04_v.4.txt_0027,老刘和小黄的关系源于很多年前。,"['nr', 'c', 'nr', 'u', 'n', 'v', 'm', 'q', 'f', 'ew']","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0]",Fiction,"['老刘', '和', '小黄', '的', '关系', '源于', '很多', '年', '前', '。']","['老', '刘', '和', '小', '黄', '的', '关', '系', '源', '于', '很', '多', '年', '前', '。']","[['老', '刘'], ['和'], ['小', '黄'], ['的'], ['关', '系'], ['源', '于'], ['很', '多'], ['年'], ['前'], ['。']]","[['O', 'O'], ['O'], ['O', 'O'], ['O'], ['O', 'O'], ['B', 'I'], ['O', 'O'], ['O'], ['B'], ['O']]",train
fiction_12_v.4.txt_0077,春天，妻子在院门外捡到只受了枪伤、口黄还没褪净的小喜鹊。,"['t', 'w', 'n', 'p', 'n', 's', 'v', 'v', 'd', 'v', 'u', 'n', 'n', 'w', 'n', 'd', 'd', 'v', 'a', 'u', 'a', 'n', 'ew']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fiction,"['春天', '，', '妻子', '在', '院', '门外', '捡', '到', '只', '受', '了', '枪', '伤', '、', '口黄', '还', '没', '褪', '净', '的', '小', '喜鹊', '。']","['春', '天', '，', '妻', '子', '在', '院', '门', '外', '捡', '到', '只', '受', '了', '枪', '伤', '、', '口', '黄', '还', '没', '褪', '净', '的', '小', '喜', '鹊', '。']","[['春', '天'], ['，'], ['妻', '子'], ['在'], ['院'], ['门', '外'], ['捡'], ['到'], ['只'], ['受'], ['了'], ['枪'], ['伤'], ['、'], ['口', '黄'], ['还'], ['没'], ['褪'], ['净'], ['的'], ['小'], ['喜', '鹊'], ['。']]","[['O', 'O'], ['O'], ['O', 'O'], ['O'], ['O'], ['O', 'O'], ['O'], ['B'], ['O'], ['O'], ['O'], ['O'], ['O'], ['O'], ['O', 'O'], ['O'], ['O'], ['O'], ['O'], ['O'], ['O'], ['O', 'O'], ['O']]",train
fiction_13_v.4.txt_0032,进屋去坐下慢慢儿讨论呗。＂,"['v', 'v', 'v', 'd', 'k', 'v', 'y', 'ew', 'w']","[0, 0, 0, 0, 0, 0, 0, 0, 0]",Fiction,"['进屋', '去', '坐下', '慢慢', '儿', '讨论', '呗', '。', '＂']","['进', '屋', '去', '坐', '下', '慢', '慢', '儿', '讨', '论', '呗', '。', '＂']","[['进', '屋'], ['去'], ['坐', '下'], ['慢', '慢'], ['儿'], ['讨', '论'], ['呗'], ['。'], ['＂']]","[['O', 'O'], ['O'], ['O', 'O'], ['O', 'O'], ['O'], ['O', 'O'], ['O'], ['O'], ['O']]",train
fiction_10_v.4.txt_0039,哪能看到这千军万马领头人小窗边的月亮？,"['r', 'v', 'v', 'r', 'i', 'n', 'a', 'ng', 'k', 'u', 'n', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fiction,"['哪', '能', '看到', '这', '千军万马', '领头人', '小', '窗', '边', '的', '月亮', '？']","['哪', '能', '看', '到', '这', '千', '军', '万', '马', '领', '头', '人', '小', '窗', '边', '的', '月', '亮', '？']","[['哪'], ['能'], ['看', '到'], ['这'], ['千', '军', '万', '马'], ['领', '头', '人'], ['小'], ['窗'], ['边'], ['的'], ['月', '亮'], ['？']]","[['O'], ['O'], ['O', 'O'], ['O'], ['O', 'O', 'O', 'O'], ['O', 'O', 'O'], ['O'], ['O'], ['O'], ['O'], ['O', 'O'], ['O']]",train
fiction_13_v.4.txt_0044,你的话有理，就照你的话办。,"['r', 'u', 'n', 'v', 'w', 'd', 'p', 'r', 'u', 'n', 'v', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fiction,"['你', '的', '话', '有理', '，', '就', '照', '你', '的', '话', '办', '。']","['你', '的', '话', '有', '理', '，', '就', '照', '你', '的', '话', '办', '。']","[['你'], ['的'], ['话'], ['有', '理'], ['，'], ['就'], ['照'], ['你'], ['的'], ['话'], ['办'], ['。']]","[['O'], ['O'], ['O'], ['O', 'O'], ['O'], ['O'], ['O'], ['O'], ['O'], ['O'], ['O'], ['O']]",train
academic_14_v.4.txt_0026,同历史一样，它也要以史实为本体，也要包含时间、地点、人物、事件这几大＂要素＂。,"['p', 'n', 'u', 'w', 'r', 'd', 'v', 'p', 'n', 'p', 'n', 'w', 'd', 'v', 'v', 'n', 'w', 'n', 'w', 'n', 'w', 'n', 'r', 'm', 'a', 'w', 'n', 'w', 'ew']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",Academic,"['同', '历史', '一样', '，', '它', '也', '要', '以', '史实', '为', '本体', '，', '也', '要', '包含', '时间', '、', '地点', '、', '人物', '、', '事件', '这', '几', '大', '＂', '要素', '＂', '。']","['同', '历', '史', '一', '样', '，', '它', '也', '要', '以', '史', '实', '为', '本', '体', '，', '也', '要', '包', '含', '时', '间', '、', '地', '点', '、', '人', '物', '、', '事', '件', '这', '几', '大', '＂', '要', '素', '＂', '。']","[['同'], ['历', '史'], ['一', '样'], ['，'], ['它'], ['也'], ['要'], ['以'], ['史', '实'], ['为'], ['本', '体'], ['，'], ['也'], ['要'], ['包', '含'], ['时', '间'], ['、'], ['地', '点'], ['、'], ['人', '物'], ['、'], ['事', '件'], ['这'], ['几'], ['大'], ['＂'], ['要', '素'], ['＂'], ['。']]","[['O'], ['O', 'O'], ['O', 'O'], ['O'], ['O'], ['O'], ['O'], ['B'], ['O', 'O'], ['O'], ['O', 'O'], ['O'], ['O'], ['O'], ['B', 'I'], ['O', 'O'], ['O'], ['O', 'O'], ['O'], ['O', 'O'], ['O'], ['O', 'O'], ['B'], ['O'], ['B'], ['O'], ['O', 'O'], ['O'], ['O']]",train
academic_26_v.4.txt_0008,语言的民族差异便成为民族及其文化差异的重要界标。,"['n', 'u', 'n', 'n', 'd', 'v', 'n', 'c', 'n', 'n', 'u', 'a', 'n', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",Academic,"['语言', '的', '民族', '差异', '便', '成为', '民族', '及其', '文化', '差异', '的', '重要', '界标', '。']","['语', '言', '的', '民', '族', '差', '异', '便', '成', '为', '民', '族', '及', '其', '文', '化', '差', '异', '的', '重', '要', '界', '标', '。']","[['语', '言'], ['的'], ['民', '族'], ['差', '异'], ['便'], ['成', '为'], ['民', '族'], ['及', '其'], ['文', '化'], ['差', '异'], ['的'], ['重', '要'], ['界', '标'], ['。']]","[['O', 'O'], ['O'], ['O', 'O'], ['O', 'O'], ['O'], ['O', 'O'], ['O', 'O'], ['O', 'O'], ['O', 'O'], ['O', 'O'], ['O'], ['O', 'O'], ['B', 'I'], ['O']]",train
academic_04_v.4.txt_0049,还应强调指出，森林能改善水质，在净化水源方面可以起重要作用，主要表现在两个方面：（A）可滞留或吸收水中的溶解物质。,"['d', 'v', 'vd', 'v', 'w', 'n', 'v', 'v', 'n', 'w', 'p', 'v', 'n', 'n', 'v', 'v', 'a', 'n', 'w', 'd', 'v', 'p', 'm', 'q', 'n', 'w', 'w', 'nx', 'w', 'v', 'v', 'c', 'v', 's', 'u', 'v', 'n', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Academic,"['还', '应', '强调', '指出', '，', '森林', '能', '改善', '水质', '，', '在', '净化', '水源', '方面', '可以', '起', '重要', '作用', '，', '主要', '表现', '在', '两', '个', '方面', '：', '（', 'A', '）', '可', '滞留', '或', '吸收', '水中', '的', '溶解', '物质', '。']","['还', '应', '强', '调', '指', '出', '，', '森', '林', '能', '改', '善', '水', '质', '，', '在', '净', '化', '水', '源', '方', '面', '可', '以', '起', '重', '要', '作', '用', '，', '主', '要', '表', '现', '在', '两', '个', '方', '面', '：', '（', 'a', '）', '可', '滞', '留', '或', '吸', '收', '水', '中', '的', '溶', '解', '物', '质', '。']","[['还'], ['应'], ['强', '调'], ['指', '出'], ['，'], ['森', '林'], ['能'], ['改', '善'], ['水', '质'], ['，'], ['在'], ['净', '化'], ['水', '源'], ['方', '面'], ['可', '以'], ['起'], ['重', '要'], ['作', '用'], ['，'], ['主', '要'], ['表', '现'], ['在'], ['两'], ['个'], ['方', '面'], ['：'], ['（'], ['a'], ['）'], ['可'], ['滞', '留'], ['或'], ['吸', '收'], ['水', '中'], ['的'], ['溶', '解'], ['物', '质'], ['。']]","[['O'], ['O'], ['O', 'O'], ['O', 'O'], ['O'], ['O', 'O'], ['O'], ['O', 'O'], ['O', 'O'], ['O'], ['B'], ['O', 'O'], ['O', 'O'], ['O', 'O'], ['O', 'O'], ['B'], ['O', 'O'], ['O', 'O'], ['O'], ['O', 'O'], ['B', 'I'], ['B'], ['O'], ['B'], ['O', 'O'], ['O'], ['O'], ['O'], ['O'], ['O'], ['O', 'O'], ['O'], ['O', 'O'], ['O', 'O'], ['O'], ['O', 'O'], ['O', 'O'], ['O']]",train
fiction_16_v.4.txt_0018,而大家都知道，公家的饭碗是铁的。,"['c', 'r', 'd', 'v', 'w', 'n', 'u', 'n', 'v', 'n', 'u', 'ew']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]",Fiction,"['而', '大家', '都', '知道', '，', '公家', '的', '饭碗', '是', '铁', '的', '。']","['而', '大', '家', '都', '知', '道', '，', '公', '家', '的', '饭', '碗', '是', '铁', '的', '。']","[['而'], ['大', '家'], ['都'], ['知', '道'], ['，'], ['公', '家'], ['的'], ['饭', '碗'], ['是'], ['铁'], ['的'], ['。']]","[['O'], ['O', 'O'], ['O'], ['O', 'O'], ['O'], ['O', 'O'], ['O'], ['B', 'I'], ['O'], ['B'], ['O'], ['O']]",train
news_22_v.4.txt_0025,上午９时开始的书市，８时多门口已排起了长龙。,"['t', 't', 'v', 'u', 'n', 'w', 't', 'm', 's', 'd', 'v', 'v', 'u', 'n', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",News,"['上午', '９时', '开始', '的', '书市', '，', '８时', '多', '门口', '已', '排', '起', '了', '长龙', '。']","['上', '午', '９', '时', '开', '始', '的', '书', '市', '，', '８', '时', '多', '门', '口', '已', '排', '起', '了', '长', '龙', '。']","[['上', '午'], ['９', '时'], ['开', '始'], ['的'], ['书', '市'], ['，'], ['８', '时'], ['多'], ['门', '口'], ['已'], ['排'], ['起'], ['了'], ['长', '龙'], ['。']]","[['O', 'O'], ['O', 'O'], ['O', 'O'], ['O'], ['O', 'O'], ['O'], ['O', 'O'], ['O'], ['O', 'O'], ['O'], ['O'], ['B'], ['O'], ['O', 'O'], ['O']]",train
fiction_11_v.4.txt_0100,沙新一阵子窝火，大叫一声：＂你他妈－－＂后半截儿立即咽了回去，因为他看到女人边上一个黑铁塔似的男人正搂着她的腰。,"['nr', 'nr', 'm', 'v', 'w', 'd', 'v', 'm', 'q', 'w', 'w', 'r', 'r', 'n', 'w', 'w', 'f', 'm', 'q', 'd', 'v', 'u', 'v', 'w', 'p', 'r', 'v', 'n', 'f', 'm', 'a', 'n', 'u', 'n', 'd', 'v', 'u', 'r', 'u', 'n', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fiction,"['沙', '新', '一阵子', '窝火', '，', '大', '叫', '一', '声', '：', '＂', '你', '他', '妈', '－－', '＂', '后', '半', '截儿', '立即', '咽', '了', '回去', '，', '因为', '他', '看到', '女人', '边上', '一个', '黑', '铁塔', '似的', '男人', '正', '搂', '着', '她', '的', '腰', '。']","['沙', '新', '一', '阵', '子', '窝', '火', '，', '大', '叫', '一', '声', '：', '＂', '你', '他', '妈', '－', '－', '＂', '后', '半', '截', '儿', '立', '即', '咽', '了', '回', '去', '，', '因', '为', '他', '看', '到', '女', '人', '边', '上', '一', '个', '黑', '铁', '塔', '似', '的', '男', '人', '正', '搂', '着', '她', '的', '腰', '。']","[['沙'], ['新'], ['一', '阵', '子'], ['窝', '火'], ['，'], ['大'], ['叫'], ['一'], ['声'], ['：'], ['＂'], ['你'], ['他'], ['妈'], ['－', '－'], ['＂'], ['后'], ['半'], ['截', '儿'], ['立', '即'], ['咽'], ['了'], ['回', '去'], ['，'], ['因', '为'], ['他'], ['看', '到'], ['女', '人'], ['边', '上'], ['一', '个'], ['黑'], ['铁', '塔'], ['似', '的'], ['男', '人'], ['正'], ['搂'], ['着'], ['她'], ['的'], ['腰'], ['。']]","[['O'], ['O'], ['O', 'O', 'O'], ['O', 'O'], ['O'], ['O'], ['O'], ['O'], ['O'], ['O'], ['O'], ['O'], ['O'], ['O'], ['O', 'O'], ['O'], ['B'], ['O'], ['B', 'I'], ['O', 'O'], ['B'], ['O'], ['B', 'I'], ['O'], ['O', 'O'], ['O'], ['O', 'O'], ['O', 'O'], ['O', 'O'], ['O', 'O'], ['B'], ['B', 'I'], ['O', 'O'], ['O', 'O'], ['O'], ['O'], ['O'], ['O'], ['O'], ['O'], ['O']]",train
fiction_03_v.4.txt_0043,看来我把你估错了。,"['v', 'r', 'p', 'r', 'v', 'v', 'u', 'ew']","[0, 0, 0, 0, 1, 0, 0, 0]",Fiction,"['看来', '我', '把', '你', '估', '错', '了', '。']","['看', '来', '我', '把', '你', '估', '错', '了', '。']","[['看', '来'], ['我'], ['把'], ['你'], ['估'], ['错'], ['了'], ['。']]","[['O', 'O'], ['O'], ['O'], ['O'], ['B'], ['O'], ['O'], ['O']]",train
fiction_05_v.4.txt_0065,说着，小段就满屋转，然后冷不防将头伸进房门。,"['v', 'u', 'w', 'nr', 'd', 'a', 'n', 'v', 'w', 'c', 'd', 'p', 'n', 'v', 'v', 'n', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fiction,"['说', '着', '，', '小段', '就', '满', '屋', '转', '，', '然后', '冷不防', '将', '头', '伸', '进', '房门', '。']","['说', '着', '，', '小', '段', '就', '满', '屋', '转', '，', '然', '后', '冷', '不', '防', '将', '头', '伸', '进', '房', '门', '。']","[['说'], ['着'], ['，'], ['小', '段'], ['就'], ['满'], ['屋'], ['转'], ['，'], ['然', '后'], ['冷', '不', '防'], ['将'], ['头'], ['伸'], ['进'], ['房', '门'], ['。']]","[['O'], ['O'], ['O'], ['O', 'O'], ['O'], ['O'], ['O'], ['O'], ['O'], ['O', 'O'], ['O', 'O', 'O'], ['O'], ['O'], ['O'], ['O'], ['O', 'O'], ['O']]",train
fiction_04_v.4.txt_0046,后来，他们在厂里呆不下去了，老刘便和在北京工作的妻子进行着漫长的离婚斗争，一边把自己和小黄都调到了我们局里。,"['t', 'w', 'r', 'p', 'n', 'v', 'd', 'v', 'y', 'w', 'nr', 'd', 'c', 'p', 'ns', 'v', 'u', 'n', 'v', 'u', 'a', 'u', 'vn', 'vn', 'w', 'd', 'p', 'r', 'c', 'nr', 'd', 'v', 'v', 'u', 'r', 'n', 'ew']","[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",Fiction,"['后来', '，', '他们', '在', '厂里', '呆', '不', '下去', '了', '，', '老刘', '便', '和', '在', '北京', '工作', '的', '妻子', '进行', '着', '漫长', '的', '离婚', '斗争', '，', '一边', '把', '自己', '和', '小黄', '都', '调', '到', '了', '我们', '局里', '。']","['后', '来', '，', '他', '们', '在', '厂', '里', '呆', '不', '下', '去', '了', '，', '老', '刘', '便', '和', '在', '北', '京', '工', '作', '的', '妻', '子', '进', '行', '着', '漫', '长', '的', '离', '婚', '斗', '争', '，', '一', '边', '把', '自', '己', '和', '小', '黄', '都', '调', '到', '了', '我', '们', '局', '里', '。']","[['后', '来'], ['，'], ['他', '们'], ['在'], ['厂', '里'], ['呆'], ['不'], ['下', '去'], ['了'], ['，'], ['老', '刘'], ['便'], ['和'], ['在'], ['北', '京'], ['工', '作'], ['的'], ['妻', '子'], ['进', '行'], ['着'], ['漫', '长'], ['的'], ['离', '婚'], ['斗', '争'], ['，'], ['一', '边'], ['把'], ['自', '己'], ['和'], ['小', '黄'], ['都'], ['调'], ['到'], ['了'], ['我', '们'], ['局', '里'], ['。']]","[['O', 'O'], ['O'], ['O', 'O'], ['B'], ['O', 'O'], ['O'], ['O'], ['B', 'I'], ['O'], ['O'], ['O', 'O'], ['O'], ['O'], ['O'], ['O', 'O'], ['O', 'O'], ['O'], ['O', 'O'], ['O', 'O'], ['O'], ['B', 'I'], ['O'], ['O', 'O'], ['B', 'I'], ['O'], ['O', 'O'], ['O'], ['O', 'O'], ['O'], ['O', 'O'], ['O'], ['O'], ['B'], ['O'], ['O', 'O'], ['O', 'O'], ['O']]",train
news_20_v.4.txt_0029,８时整，黑河口岸联检大厅和停车场活跃了起来。,"['t', 'a', 'w', 'ns', 'n', 'j', 'n', 'c', 'n', 'v', 'u', 'v', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",News,"['８时', '整', '，', '黑河', '口岸', '联检', '大厅', '和', '停车场', '活跃', '了', '起来', '。']","['８', '时', '整', '，', '黑', '河', '口', '岸', '联', '检', '大', '厅', '和', '停', '车', '场', '活', '跃', '了', '起', '来', '。']","[['８', '时'], ['整'], ['，'], ['黑', '河'], ['口', '岸'], ['联', '检'], ['大', '厅'], ['和'], ['停', '车', '场'], ['活', '跃'], ['了'], ['起', '来'], ['。']]","[['O', 'O'], ['O'], ['O'], ['O', 'O'], ['O', 'O'], ['O', 'O'], ['O', 'O'], ['O'], ['O', 'O', 'O'], ['O', 'O'], ['O'], ['B', 'I'], ['O']]",train
news_12_v.4.txt_0050,队伍里群情激愤：＂登报纸，他们做得太过分了！＂,"['n', 'f', 'n', 'a', 'w', 'w', 'v', 'n', 'w', 'r', 'v', 'u', 'd', 'a', 'y', 'ew', 'w']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",News,"['队伍', '里', '群情', '激愤', '：', '＂', '登', '报纸', '，', '他们', '做', '得', '太', '过分', '了', '！', '＂']","['队', '伍', '里', '群', '情', '激', '愤', '：', '＂', '登', '报', '纸', '，', '他', '们', '做', '得', '太', '过', '分', '了', '！', '＂']","[['队', '伍'], ['里'], ['群', '情'], ['激', '愤'], ['：'], ['＂'], ['登'], ['报', '纸'], ['，'], ['他', '们'], ['做'], ['得'], ['太'], ['过', '分'], ['了'], ['！'], ['＂']]","[['O', 'O'], ['O'], ['O', 'O'], ['O', 'O'], ['O'], ['O'], ['B'], ['O', 'O'], ['O'], ['O', 'O'], ['O'], ['O'], ['O'], ['O', 'O'], ['O'], ['O'], ['O']]",train
