sent_index,sent_txt,pos_seq,metaphor_seq,genre,sent_txt_tokenized
fiction_09_v.4.txt_0070,隔着一道铁闸，她尽量收藏着惊愕于他今天如此早归的表情。,"['v', 'u', 'm', 'n', 'n', 'w', 'r', 'd', 'v', 'u', 'a', 'p', 'r', 't', 'r', 'ad', 'v', 'u', 'n', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",Fiction,"['隔', '着', '一道', '铁', '闸', '，', '她', '尽量', '收藏', '着', '惊愕', '于', '他', '今天', '如此', '早', '归', '的', '表情', '。']"
fiction_09_v.4.txt_0071,平静如湖水的脸孔在她父亲眼中却相等如冷若冰霜，令他的体温骤然下降，两边脸颊仍是滚烫的。,"['a', 'v', 'n', 'u', 'n', 'p', 'r', 'n', 's', 'd', 'v', 'v', 'i', 'w', 'v', 'r', 'u', 'n', 'd', 'v', 'w', 'f', 'n', 'd', 'v', 'z', 'u', 'ew']","[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",Fiction,"['平静', '如', '湖水', '的', '脸孔', '在', '她', '父亲', '眼中', '却', '相等', '如', '冷若冰霜', '，', '令', '他', '的', '体温', '骤然', '下降', '，', '两边', '脸颊', '仍', '是', '滚烫', '的', '。']"
fiction_09_v.4.txt_0072,你到哪里逛了？,"['r', 'v', 'r', 'v', 'u', 'ew']","[0, 0, 0, 0, 0, 0]",Fiction,"['你', '到', '哪里', '逛', '了', '？']"
fiction_09_v.4.txt_0073,他严肃地问。,"['r', 'a', 'u', 'v', 'ew']","[0, 0, 0, 0, 0]",Fiction,"['他', '严肃', '地', '问', '。']"
fiction_09_v.4.txt_0074,她见他并没有意思的马上打开铁闸，便知道他又要向自己展开一场父女之间的对峙，一旦退缩，他就必定有自己的痛脚可践踏。,"['r', 'v', 'r', 'd', 'v', 'n', 'u', 'd', 'v', 'n', 'n', 'w', 'd', 'v', 'r', 'd', 'v', 'p', 'r', 'v', 'm', 'q', 'n', 'f', 'u', 'vn', 'w', 'd', 'v', 'w', 'r', 'd', 'd', 'v', 'r', 'u', 'a', 'n', 'v', 'v', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0]",Fiction,"['她', '见', '他', '并', '没有', '意思', '的', '马上', '打开', '铁', '闸', '，', '便', '知道', '他', '又', '要', '向', '自己', '展开', '一', '场', '父女', '之间', '的', '对峙', '，', '一旦', '退缩', '，', '他', '就', '必定', '有', '自己', '的', '痛', '脚', '可', '践踏', '。']"
fiction_09_v.4.txt_0075,于是她直直的瞪着他双眼。,"['c', 'r', 'a', 'u', 'v', 'u', 'r', 'n', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 0]",Fiction,"['于是', '她', '直直', '的', '瞪', '着', '他', '双眼', '。']"
fiction_09_v.4.txt_0076,到街上逛。,"['p', 's', 'v', 'ew']","[0, 0, 0, 0]",Fiction,"['到', '街上', '逛', '。']"
fiction_09_v.4.txt_0077,她算是回答。,"['r', 'v', 'v', 'ew']","[0, 0, 0, 0]",Fiction,"['她', '算是', '回答', '。']"
fiction_09_v.4.txt_0078,他马上感到被女儿轻视和侮辱了，这个答案，究竟算是答案吗，和没有答案有甚么分别？,"['r', 'd', 'v', 'p', 'n', 'v', 'c', 'v', 'u', 'w', 'r', 'n', 'w', 'd', 'v', 'n', 'y', 'w', 'c', 'v', 'n', 'v', 'r', 'n', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fiction,"['他', '马上', '感到', '被', '女儿', '轻视', '和', '侮辱', '了', '，', '这个', '答案', '，', '究竟', '算是', '答案', '吗', '，', '和', '没有', '答案', '有', '甚么', '分别', '？']"
fiction_09_v.4.txt_0079,你和谁一起？,"['r', 'p', 'r', 's', 'ew']","[0, 0, 0, 0, 0]",Fiction,"['你', '和', '谁', '一起', '？']"
fiction_09_v.4.txt_0080,他始终不肯打开门，因为太清楚她只会在自己面前直行直过，进房，锁门。,"['r', 'd', 'v', 'v', 'n', 'w', 'c', 'd', 'v', 'r', 'd', 'v', 'p', 'r', 'f', 'd', 'v', 'd', 'v', 'w', 'v', 'n', 'w', 'v', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fiction,"['他', '始终', '不肯', '打开', '门', '，', '因为', '太', '清楚', '她', '只', '会', '在', '自己', '面前', '直', '行', '直', '过', '，', '进', '房', '，', '锁门', '。']"
fiction_09_v.4.txt_0081,或许只有此情此境之下才能容许双方交谈。,"['d', 'c', 'r', 'n', 'r', 'ng', 'f', 'v', 'v', 'n', 'v', 'ew']","[0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0]",Fiction,"['或许', '只有', '此', '情', '此', '境', '之下', '才能', '容许', '双方', '交谈', '。']"
fiction_09_v.4.txt_0082,自己一个。,"['r', 'm', 'ew']","[0, 0, 0]",Fiction,"['自己', '一个', '。']"
fiction_09_v.4.txt_0083,她的心其实在剧跳，凝视着铁闸的锁，像是在做着一条选择题，猜中他心目中的答案，锁便能自动开启。,"['r', 'u', 'n', 'd', 'u', 'dg', 'v', 'w', 'v', 'u', 'n', 'n', 'u', 'n', 'w', 'v', 'v', 'u', 'v', 'u', 'm', 'q', 'n', 'w', 'v', 'n', 'n', 'f', 'u', 'n', 'w', 'v', 'd', 'v', 'd', 'v', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Fiction,"['她', '的', '心', '其实', '在', '剧', '跳', '，', '凝视', '着', '铁', '闸', '的', '锁', '，', '像', '是', '在', '做', '着', '一', '条', '选择题', '，', '猜中', '他', '心目', '中', '的', '答案', '，', '锁', '便', '能', '自动', '开启', '。']"
fiction_09_v.4.txt_0084,你说谎！,"['r', 'v', 'ew']","[0, 0, 0]",Fiction,"['你', '说谎', '！']"
fiction_09_v.4.txt_0085,一个人可以独自在放学后逛上四小时？,"['m', 'n', 'v', 'd', 'p', 'v', 'f', 'v', 'v', 'm', 'n', 'ew']","[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0]",Fiction,"['一个', '人', '可以', '独自', '在', '放学', '后', '逛', '上', '四', '小时', '？']"
fiction_09_v.4.txt_0086,他的表现像是要判定对错的双方代表律师。,"['r', 'u', 'n', 'v', 'v', 'v', 'v', 'a', 'a', 'u', 'n', 'n', 'n', 'ew']","[0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0]",Fiction,"['他', '的', '表现', '像', '是', '要', '判定', '对', '错', '的', '双方', '代表', '律师', '。']"
fiction_09_v.4.txt_0087,她笑了起来。,"['r', 'v', 'u', 'v', 'ew']","[0, 0, 0, 1, 0]",Fiction,"['她', '笑', '了', '起来', '。']"
fiction_09_v.4.txt_0088,明知一哭便会令他如愿得偿、洋洋自得的成为胜利者，一个从容不迫的笑容却可以使局势一百八十度扭转。,"['v', 'm', 'v', 'd', 'v', 'v', 'r', 'i', 'w', 'i', 'u', 'v', 'n', 'w', 'm', 'i', 'u', 'n', 'd', 'v', 'v', 'n', 'm', 'q', 'v', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]",Fiction,"['明知', '一', '哭', '便', '会', '令', '他', '如愿得偿', '、', '洋洋自得', '的', '成为', '胜利者', '，', '一个', '从容不迫', '的', '笑容', '却', '可以', '使', '局势', '一百八十', '度', '扭转', '。']"
fiction_09_v.4.txt_0089,她很不以为然地说：我自问没有证人，信不信由你。,"['r', 'd', 'i', 'u', 'v', 'w', 'r', 'v', 'v', 'n', 'w', 'v', 'd', 'v', 'p', 'r', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",Fiction,"['她', '很', '不以为然', '地', '说', '：', '我', '自问', '没有', '证人', '，', '信', '不', '信', '由', '你', '。']"
fiction_09_v.4.txt_0090,她微昂头，这一道铁闸你要打开它吗？,"['r', 'd', 'v', 'n', 'w', 'r', 'd', 'n', 'n', 'r', 'v', 'v', 'r', 'y', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fiction,"['她', '微', '昂', '头', '，', '这', '一道', '铁', '闸', '你', '要', '打开', '它', '吗', '？']"
fiction_09_v.4.txt_0091,他看着她，像看着一个陌生而恐怖的脸孔，他知道自己绝对不能放下做父亲的规条，心里却隐隐约约的感受到害怕、猜疑着这个跟自己流着同样血液的人。,"['r', 'v', 'u', 'r', 'w', 'v', 'v', 'u', 'm', 'a', 'c', 'a', 'u', 'n', 'w', 'r', 'v', 'r', 'd', 'v', 'v', 'v', 'n', 'u', 'n', 'w', 's', 'd', 'z', 'u', 'v', 'v', 'v', 'w', 'v', 'u', 'r', 'p', 'r', 'v', 'u', 'b', 'n', 'u', 'n', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fiction,"['他', '看', '着', '她', '，', '像', '看', '着', '一个', '陌生', '而', '恐怖', '的', '脸孔', '，', '他', '知道', '自己', '绝对', '不能', '放下', '做', '父亲', '的', '规条', '，', '心里', '却', '隐隐约约', '的', '感受', '到', '害怕', '、', '猜疑', '着', '这个', '跟', '自己', '流', '着', '同样', '血液', '的', '人', '。']"
fiction_09_v.4.txt_0092,一阵沉默。,"['m', 'an', 'ew']","[1, 0, 0]",Fiction,"['一阵', '沉默', '。']"
fiction_09_v.4.txt_0093,终于，他别过眼，转身走回电视机前，躲避到可以依靠和减轻他头抖的梳化椅上。,"['d', 'w', 'r', 'v', 'v', 'n', 'w', 'v', 'v', 'v', 'n', 'f', 'w', 'v', 'v', 'v', 'v', 'c', 'v', 'r', 'n', 'v', 'u', 'n', 'ng', 'f', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",Fiction,"['终于', '，', '他', '别', '过', '眼', '，', '转身', '走', '回', '电视机', '前', '，', '躲避', '到', '可以', '依靠', '和', '减轻', '他', '头', '抖', '的', '梳化', '椅', '上', '。']"
fiction_09_v.4.txt_0094,他的心却无法平伏。,"['r', 'u', 'n', 'd', 'v', 'v', 'ew']","[0, 0, 1, 0, 0, 0, 0]",Fiction,"['他', '的', '心', '却', '无法', '平伏', '。']"
fiction_09_v.4.txt_0095,她取出锁匙，打开了铁闸，关上门，在他面前直行直过，进房，锁门。,"['r', 'v', 'n', 'ng', 'w', 'v', 'u', 'n', 'n', 'w', 'v', 'n', 'w', 'p', 'r', 'f', 'd', 'v', 'd', 'v', 'w', 'v', 'n', 'w', 'v', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fiction,"['她', '取出', '锁', '匙', '，', '打开', '了', '铁', '闸', '，', '关上', '门', '，', '在', '他', '面前', '直', '行', '直', '过', '，', '进', '房', '，', '锁门', '。']"
fiction_09_v.4.txt_0096,她大大松了口气。,"['r', 'd', 'v', 'u', 'q', 'n', 'ew']","[0, 0, 1, 0, 1, 1, 0]",Fiction,"['她', '大大', '松', '了', '口', '气', '。']"
fiction_09_v.4.txt_0097,前一刻还在支持自己，如果铁闸始终打不开来，离家出走也没有甚么大不了的，甚么也有第一次的。,"['f', 't', 'd', 'u', 'v', 'r', 'w', 'c', 'n', 'n', 'd', 'v', 'd', 'v', 'w', 'v', 'v', 'd', 'v', 'r', 'a', 'u', 'w', 'r', 'd', 'v', 'm', 'q', 'u', 'ew']","[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fiction,"['前', '一刻', '还', '在', '支持', '自己', '，', '如果', '铁', '闸', '始终', '打', '不', '开来', '，', '离家', '出走', '也', '没有', '甚么', '大不了', '的', '，', '甚么', '也', '有', '第一', '次', '的', '。']"
fiction_09_v.4.txt_0098,幸好无风无浪。,"['d', 'v', 'n', 'v', 'n', 'ew']","[0, 0, 1, 0, 1, 0]",Fiction,"['幸好', '无', '风', '无', '浪', '。']"
fiction_10_v.4.txt_0002,沔水镇对丁宗望来说是熟悉得不能再熟悉。,"['ns', 'p', 'nr', 'nr', 'u', 'v', 'v', 'u', 'v', 'd', 'v', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fiction,"['沔水镇', '对', '丁', '宗望', '来说', '是', '熟悉', '得', '不能', '再', '熟悉', '。']"
fiction_10_v.4.txt_0003,一跑进小巷里头，日本人哪里找得着他。,"['m', 'v', 'v', 'n', 'f', 'w', 'ns', 'n', 'r', 'v', 'u', 'v', 'r', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fiction,"['一', '跑', '进', '小巷', '里头', '，', '日本', '人', '哪里', '找', '得', '着', '他', '。']"
fiction_10_v.4.txt_0004,丁宗望领着一副官一个教师七弯八拐，转眼就到襄河边，跳上一条船，叫醒船老板。,"['nr', 'nr', 'v', 'u', 'm', 'n', 'm', 'n', 'i', 'w', 'd', 'd', 'v', 'ns', 'ng', 'w', 'v', 'm', 'q', 'n', 'w', 'v', 'n', 'n', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fiction,"['丁', '宗望', '领', '着', '一', '副官', '一个', '教师', '七弯八拐', '，', '转眼', '就', '到', '襄河', '边', '，', '跳上', '一', '条', '船', '，', '叫醒', '船', '老板', '。']"
fiction_10_v.4.txt_0005,船老板一见是丁家少爷，二话没有，扯起锚，张开帆，顺风上路了。,"['n', 'n', 'm', 'v', 'v', 'nr', 'n', 'n', 'w', 'n', 'v', 'w', 'v', 'v', 'n', 'w', 'v', 'n', 'w', 'v', 'v', 'u', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fiction,"['船', '老板', '一', '见', '是', '丁', '家', '少爷', '，', '二话', '没有', '，', '扯', '起', '锚', '，', '张开', '帆', '，', '顺风', '上路', '了', '。']"
fiction_10_v.4.txt_0006,一路上没遇上任何波折，天刚蒙蒙亮，脉旺嘴就到了。,"['n', 'f', 'd', 'v', 'r', 'n', 'w', 'n', 'd', 'v', 'w', 'ns', 'd', 'v', 'u', 'ew']","[1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fiction,"['一路', '上', '没', '遇上', '任何', '波折', '，', '天', '刚', '蒙蒙亮', '，', '脉旺嘴', '就', '到', '了', '。']"
fiction_10_v.4.txt_0007,船靠码头之后，副官坚决要请大家过个早。,"['n', 'v', 'n', 'f', 'w', 'n', 'ad', 'v', 'v', 'r', 'v', 'q', 'n', 'ew']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",Fiction,"['船', '靠', '码头', '之后', '，', '副官', '坚决', '要', '请', '大家', '过', '个', '早', '。']"
fiction_10_v.4.txt_0008,包括船老板一行四人就上了岸。,"['v', 'n', 'n', 'n', 'm', 'n', 'd', 'v', 'u', 'n', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fiction,"['包括', '船', '老板', '一行', '四', '人', '就', '上', '了', '岸', '。']"
fiction_10_v.4.txt_0009,岸边有个小集市，贩鲜鱼就是要赶个早，所以集市已经人来人往，十分热闹了。,"['s', 'v', 'q', 'a', 'n', 'w', 'v', 'n', 'd', 'v', 'v', 'q', 'n', 'w', 'c', 'n', 'd', 'i', 'w', 'd', 'a', 'y', 'ew']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fiction,"['岸边', '有', '个', '小', '集市', '，', '贩', '鲜鱼', '就是', '要', '赶', '个', '早', '，', '所以', '集市', '已经', '人来人往', '，', '十分', '热闹', '了', '。']"
fiction_10_v.4.txt_0010,地上到处是活蹦乱跳的鲜鱼，几家饭馆子挂着灯笼，酒铺子挑出了酒幌子，腾腾的热气从饭馆子一阵阵扑出，肉包子的香味和鱼腥味混成一团怪温馨的富裕渔家的味儿，闻着就叫人安稳乐和。,"['s', 'd', 'v', 'l', 'u', 'n', 'w', 'm', 'q', 'n', 'ng', 'v', 'u', 'n', 'w', 'n', 'n', 'v', 'v', 'u', 'n', 'n', 'w', 'a', 'u', 'n', 'p', 'n', 'ng', 'm', 'q', 'v', 'v', 'w', 'n', 'u', 'n', 'c', 'n', 'a', 'v', 'm', 'q', 'd', 'a', 'b', 'a', 'n', 'b', 'n', 'w', 'v', 'u', 'd', 'v', 'n', 'a', 'a', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",Fiction,"['地上', '到处', '是', '活蹦乱跳', '的', '鲜鱼', '，', '几', '家', '饭馆', '子', '挂', '着', '灯笼', '，', '酒', '铺子', '挑', '出', '了', '酒', '幌子', '，', '腾腾', '的', '热气', '从', '饭馆', '子', '一', '阵阵', '扑', '出', '，', '肉包子', '的', '香味', '和', '鱼腥味', '混', '成', '一', '团', '怪', '温馨', '的', '富裕', '渔家', '的', '味儿', '，', '闻', '着', '就', '叫', '人', '安稳', '乐和', '。']"
fiction_10_v.4.txt_0011,丁宗望这才觉得脚疼，大家一看，右脚整个乌紫肿大了。,"['nr', 'nr', 'r', 'd', 'v', 'n', 'a', 'w', 'r', 'm', 'v', 'w', 'f', 'n', 'b', 'ag', 'a', 'v', 'y', 'ew']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fiction,"['丁', '宗望', '这', '才', '觉得', '脚', '疼', '，', '大家', '一', '看', '，', '右', '脚', '整个', '乌', '紫', '肿大', '了', '。']"
fiction_10_v.4.txt_0012,丁宗望叫了声＂疼＂，走路都走不动了。,"['nr', 'nr', 'v', 'u', 'q', 'w', 'a', 'w', 'w', 'v', 'd', 'v', 'd', 'v', 'y', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fiction,"['丁', '宗望', '叫', '了', '声', '＂', '疼', '＂', '，', '走路', '都', '走', '不', '动', '了', '。']"
fiction_10_v.4.txt_0013,副官安置大家坐在饭馆子里，要了四斤鲜肉大包，切了五斤透味烧腊，配了馆子里所有的几样小菜，如花生米啦，宝塔菜啦，酒也上了一壶，鳝糊米粉也上了几碗，花花绿绿，热气腾腾摆了一桌。,"['n', 'v', 'r', 'v', 'p', 'n', 'ng', 'f', 'w', 'v', 'u', 'm', 'q', 'n', 'a', 'n', 'w', 'v', 'u', 'm', 'q', 'v', 'ng', 'n', 'w', 'v', 'u', 'n', 'f', 'b', 'u', 'm', 'q', 'n', 'w', 'v', 'n', 'y', 'w', 'n', 'y', 'w', 'n', 'd', 'v', 'u', 'm', 'q', 'w', 'n', 'ng', 'n', 'd', 'v', 'u', 'm', 'q', 'w', 'z', 'w', 'i', 'v', 'u', 'm', 'q', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fiction,"['副官', '安置', '大家', '坐', '在', '饭馆', '子', '里', '，', '要', '了', '四', '斤', '鲜肉', '大', '包', '，', '切', '了', '五', '斤', '透', '味', '烧腊', '，', '配', '了', '馆子', '里', '所有', '的', '几', '样', '小菜', '，', '如', '花生米', '啦', '，', '宝塔菜', '啦', '，', '酒', '也', '上', '了', '一', '壶', '，', '鳝', '糊', '米粉', '也', '上', '了', '几', '碗', '，', '花花绿绿', '，', '热气腾腾', '摆', '了', '一', '桌', '。']"
fiction_10_v.4.txt_0014,大家举杯敬了丁宗望一盅，丁宗望到此终于说出一句完整的话：＂我活着出来了！＂,"['r', 'v', 'v', 'u', 'nr', 'nr', 'm', 'q', 'w', 'nr', 'nr', 'v', 'r', 'd', 'v', 'v', 'm', 'q', 'a', 'u', 'n', 'w', 'w', 'r', 'v', 'u', 'v', 'y', 'ew', 'w']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fiction,"['大家', '举杯', '敬', '了', '丁', '宗望', '一', '盅', '，', '丁', '宗望', '到', '此', '终于', '说', '出', '一', '句', '完整', '的', '话', '：', '＂', '我', '活', '着', '出来', '了', '！', '＂']"
fiction_10_v.4.txt_0015,＂活着！＂,"['w', 'v', 'u', 'ew', 'w']","[0, 0, 0, 0, 0]",Fiction,"['＂', '活', '着', '！', '＂']"
fiction_10_v.4.txt_0016,大家说。,"['r', 'v', 'ew']","[0, 0, 0]",Fiction,"['大家', '说', '。']"
fiction_10_v.4.txt_0017,几个男人都抹了一把死里逃生的泪。,"['m', 'q', 'n', 'd', 'v', 'u', 'm', 'q', 'i', 'u', 'n', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fiction,"['几', '个', '男人', '都', '抹', '了', '一', '把', '死里逃生', '的', '泪', '。']"
fiction_10_v.4.txt_0018,王劲哉秘密接见了丁宗望。,"['nr', 'nr', 'ad', 'v', 'u', 'nr', 'nr', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0]",Fiction,"['王', '劲哉', '秘密', '接见', '了', '丁', '宗望', '。']"
fiction_10_v.4.txt_0019,丁宗望一个细节一句话都不遗漏地回忆了这一段经历。,"['nr', 'nr', 'm', 'n', 'm', 'q', 'n', 'd', 'd', 'v', 'u', 'v', 'u', 'r', 'm', 'q', 'n', 'ew']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]",Fiction,"['丁', '宗望', '一个', '细节', '一', '句', '话', '都', '不', '遗漏', '地', '回忆', '了', '这', '一', '段', '经历', '。']"
fiction_10_v.4.txt_0020,整整讲了大半天。,"['d', 'v', 'u', 'm', 'ew']","[0, 0, 0, 0, 0]",Fiction,"['整整', '讲', '了', '大半天', '。']"
fiction_10_v.4.txt_0021,王劲哉自始至终声色不动。,"['nr', 'nr', 'i', 'n', 'd', 'v', 'ew']","[0, 0, 0, 0, 0, 1, 0]",Fiction,"['王', '劲哉', '自始至终', '声色', '不', '动', '。']"
fiction_10_v.4.txt_0022,＂你说你背会了那封信，还记得吗？＂,"['w', 'r', 'v', 'r', 'v', 'v', 'u', 'r', 'q', 'n', 'w', 'd', 'v', 'y', 'ew', 'w']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fiction,"['＂', '你', '说', '你', '背', '会', '了', '那', '封', '信', '，', '还', '记得', '吗', '？', '＂']"
fiction_10_v.4.txt_0023,王劲哉问。,"['nr', 'nr', 'v', 'ew']","[0, 0, 0, 0]",Fiction,"['王', '劲哉', '问', '。']"
fiction_10_v.4.txt_0024,＂记得。,"['w', 'v', 'ew']","[0, 0, 0]",Fiction,"['＂', '记得', '。']"
fiction_10_v.4.txt_0025,好文章怎会不记得。＂,"['a', 'n', 'r', 'v', 'd', 'v', 'ew', 'w']","[0, 0, 0, 0, 0, 0, 0, 0]",Fiction,"['好', '文章', '怎', '会', '不', '记得', '。', '＂']"
fiction_10_v.4.txt_0026,丁宗望不仅流利地背诵了一遍陶铸、杨学诚的信，还自告奋勇默写了出来。,"['nr', 'nr', 'c', 'a', 'u', 'v', 'u', 'm', 'q', 'nr', 'nr', 'w', 'nr', 'nr', 'u', 'n', 'w', 'd', 'i', 'v', 'u', 'v', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",Fiction,"['丁', '宗望', '不仅', '流利', '地', '背诵', '了', '一', '遍', '陶', '铸', '、', '杨', '学诚', '的', '信', '，', '还', '自告奋勇', '默写', '了', '出来', '。']"
fiction_10_v.4.txt_0027,晚饭是王劲哉请的。,"['n', 'v', 'nr', 'nr', 'v', 'u', 'ew']","[0, 0, 0, 0, 0, 0, 0]",Fiction,"['晚饭', '是', '王', '劲哉', '请', '的', '。']"
fiction_10_v.4.txt_0028,在王劲哉卧室里，几碗好菜，两人对酌，月芽儿就挂在窗外的杨树梢头。,"['p', 'nr', 'nr', 'n', 'f', 'w', 'm', 'q', 'a', 'n', 'w', 'm', 'n', 'v', 'w', 'n', 'n', 'k', 'd', 'v', 'p', 's', 'u', 'n', 'n', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Fiction,"['在', '王', '劲哉', '卧室', '里', '，', '几', '碗', '好', '菜', '，', '两', '人', '对酌', '，', '月', '芽', '儿', '就', '挂', '在', '窗外', '的', '杨树', '梢头', '。']"
fiction_10_v.4.txt_0029,王劲哉说：＂我是极少极少请一个人在卧房吃饭的。,"['nr', 'nr', 'v', 'w', 'w', 'r', 'v', 'd', 'ad', 'd', 'ad', 'v', 'm', 'n', 'p', 'n', 'v', 'u', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fiction,"['王', '劲哉', '说', '：', '＂', '我', '是', '极', '少', '极', '少', '请', '一个', '人', '在', '卧房', '吃饭', '的', '。']"
fiction_10_v.4.txt_0030,丁先生，我佩服你。,"['nr', 'n', 'w', 'r', 'v', 'r', 'ew']","[0, 0, 0, 0, 0, 0, 0]",Fiction,"['丁', '先生', '，', '我', '佩服', '你', '。']"
fiction_10_v.4.txt_0031,我赏识你。,"['r', 'v', 'r', 'ew']","[0, 0, 0, 0]",Fiction,"['我', '赏识', '你', '。']"
fiction_10_v.4.txt_0032,你是民族的英雄！＂,"['r', 'v', 'n', 'u', 'n', 'ew', 'w']","[0, 0, 0, 0, 0, 0, 0]",Fiction,"['你', '是', '民族', '的', '英雄', '！', '＂']"
fiction_10_v.4.txt_0033,丁宗望说：＂不敢当。,"['nr', 'nr', 'v', 'w', 'w', 'l', 'ew']","[0, 0, 0, 0, 0, 0, 0]",Fiction,"['丁', '宗望', '说', '：', '＂', '不敢当', '。']"
